Id,age,years_of_experience,lesson_price,qualification,physics,chemistry,biology,english,geography,history,mean_exam_points
1136,56.0,0.0,1750.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,73
1137,54.0,4.0,1150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,64
1138,46.0,0.0,2200.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,85
1139,42.0,0.0,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1140,52.0,0.0,1700.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,65
1141,43.0,0.0,2200.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,75
1142,47.0,2.0,1450.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53
1143,50.0,2.0,2000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,61
1144,51.0,6.0,2050.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,85
1145,53.0,5.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
1146,61.0,0.0,1300.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,65
1147,51.0,0.0,1400.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,74
1148,47.0,2.0,2150.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,97
1149,61.0,0.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45
1150,36.0,0.0,2250.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,87
1151,47.0,2.0,2300.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1152,44.0,0.0,2250.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,91
1153,52.0,2.0,1200.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,59
1154,44.0,1.0,1350.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,47
1155,43.0,0.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62
1156,33.0,1.0,2250.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,75
1157,34.0,4.0,1100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1158,50.0,0.0,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64
1159,54.0,0.0,2200.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,93
1160,41.0,4.0,1850.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,56
1161,49.0,2.0,1550.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,55
1162,49.0,0.0,1450.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,55
1163,37.0,1.0,1650.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1164,52.0,4.0,1900.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,58
1165,37.0,2.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,59
1166,52.0,0.0,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61
1167,67.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52
1168,45.0,4.0,1650.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,47
1169,41.0,2.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57
1170,51.0,0.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38
1171,58.0,0.0,1450.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,52
1172,53.0,3.0,1650.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,68
1173,57.0,1.0,2300.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,82
1174,50.0,3.0,2350.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,76
1175,43.0,2.0,1600.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,61
1176,40.0,1.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54
1177,31.0,3.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49
1178,33.0,5.0,2300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52
1179,46.0,0.0,2200.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,72
1180,36.0,0.0,2150.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,65
1181,41.0,0.0,1400.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,65
1182,43.0,0.0,1550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37
1183,51.0,2.0,1550.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,56
1184,48.0,1.0,1250.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,48
1185,53.0,1.0,1250.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,48
1186,52.0,0.0,1450.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,55
1187,39.0,1.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58
1188,30.0,5.0,1050.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,65
1189,45.0,1.0,1300.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,59
1190,46.0,3.0,950.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,44
1191,41.0,3.0,2650.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,100
1192,32.0,0.0,2200.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,64
1193,50.0,1.0,2100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,81
1194,47.0,0.0,1250.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,54
1195,45.0,0.0,1700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54
1196,57.0,2.0,1400.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,44
1197,56.0,2.0,1450.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,66
1198,60.0,1.0,1400.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,37
1199,37.0,0.0,1550.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,38
1200,42.0,5.0,1900.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,91
1201,51.0,0.0,1200.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,47
1202,51.0,2.0,1900.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,70
1203,62.0,0.0,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54
1204,39.0,2.0,1650.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35
1205,46.0,3.0,1500.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,63
1206,39.0,1.0,1150.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,71
1207,59.0,1.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55
1208,38.0,0.0,1550.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,43
1209,49.0,0.0,1700.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,78
1210,58.0,0.0,1200.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,52
1211,37.0,3.0,1100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,53
1212,63.0,3.0,1350.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,64
1213,34.0,2.0,1800.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,65
1214,40.0,0.0,2200.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,87
1215,46.0,4.0,1800.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,46
1216,50.0,6.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60
1217,45.0,0.0,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71
1218,46.0,2.0,1550.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,55
1219,48.0,2.0,1600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56
1220,43.0,0.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56
1221,54.0,1.0,2050.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,84
1222,35.0,1.0,2300.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,74
1223,49.0,4.0,1850.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,38
1224,43.0,4.0,1900.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,91
1225,53.0,0.0,2200.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,80
1226,49.0,1.0,2250.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,80
1227,58.0,0.0,2200.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1228,53.0,2.0,1650.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,61
1229,32.0,0.0,1750.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,63
1230,45.0,2.0,2350.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,95
1231,40.0,3.0,1500.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,55
1232,46.0,4.0,1000.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,64
1233,35.0,3.0,2550.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,87
1234,41.0,1.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1235,33.0,2.0,1800.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,75
1236,52.0,0.0,1150.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,71
1237,58.0,4.0,2000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,73
1238,43.0,2.0,2050.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,76
1239,47.0,0.0,2200.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,91
1240,49.0,4.0,1250.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,75
1241,55.0,7.0,3200.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,78
1242,49.0,5.0,1650.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,63
1243,45.0,2.0,1700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1244,42.0,1.0,1500.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,44
1245,54.0,3.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65
1246,42.0,2.0,2200.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,87
1247,48.0,0.0,1250.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,60
1248,38.0,0.0,2250.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,90
1249,54.0,0.0,1750.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,73
1250,47.0,0.0,2250.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,82
1251,43.0,4.0,2200.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,81
1252,44.0,0.0,1500.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,63
1253,62.0,1.0,1250.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,61
1254,40.0,0.0,1450.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,71
1255,53.0,5.0,2750.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,70
1256,47.0,0.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62
1257,29.0,2.0,1750.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49
1258,40.0,3.0,2350.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,100
1259,36.0,5.0,2600.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,77
1260,39.0,1.0,1550.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,35
1261,43.0,0.0,1700.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,61
1262,41.0,1.0,2250.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,75
1263,49.0,0.0,1500.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,67
1264,42.0,0.0,1150.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,51
1265,46.0,2.0,2200.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,82
1266,31.0,0.0,1500.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,58
1267,60.0,3.0,2350.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,78
1268,45.0,0.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59
1269,52.0,2.0,1350.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,55
1270,41.0,3.0,1650.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37
1271,45.0,4.0,2650.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,88
1272,53.0,2.0,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51
1273,57.0,3.0,1400.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,70
1274,61.0,1.0,1600.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,56
1275,55.0,0.0,2200.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,64
1276,46.0,0.0,1400.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,70
1277,42.0,4.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1278,27.0,2.0,1050.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,55
1279,51.0,2.0,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40
1280,51.0,4.0,1650.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,63
1281,47.0,4.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45
1282,43.0,4.0,1250.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,64
1283,42.0,0.0,1700.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,72
1284,37.0,0.0,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1285,54.0,2.0,1350.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,54
1286,59.0,2.0,1250.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,34
1287,56.0,0.0,1450.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,80
1288,44.0,2.0,2200.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,84
1289,50.0,3.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47
1290,48.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53
1291,66.0,7.0,3250.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,86
1292,39.0,3.0,1150.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,54
1293,45.0,2.0,2200.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,87
1294,41.0,3.0,850.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,57
1295,42.0,0.0,1300.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,54
1296,52.0,4.0,1650.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,75
1297,54.0,3.0,950.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36
1298,52.0,2.0,1200.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,45
1299,60.0,3.0,1600.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,57
1300,39.0,2.0,1400.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,72
1301,56.0,1.0,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1302,33.0,4.0,1900.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,52
1303,44.0,3.0,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60
1304,46.0,4.0,1200.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,73
1305,50.0,2.0,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55
1306,23.0,2.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57
1307,53.0,1.0,1250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43
1308,59.0,0.0,1450.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,64
1309,59.0,1.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76
1310,54.0,3.0,1450.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,52
1311,52.0,0.0,1500.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,63
1312,53.0,0.0,1450.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,70
1313,26.0,3.0,1600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58
1314,51.0,1.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39
1315,42.0,4.0,2300.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,81
1316,40.0,3.0,1500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,62
1317,50.0,1.0,1700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1318,45.0,3.0,1750.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,83
1319,50.0,4.0,1850.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,90
1320,53.0,3.0,2250.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,80
1321,47.0,0.0,2200.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,78
1322,47.0,0.0,1250.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,43
1323,57.0,0.0,1500.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,33
1324,43.0,3.0,1600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36
1325,55.0,5.0,1850.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,59
1326,41.0,1.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38
1327,47.0,4.0,3050.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,84
1328,65.0,2.0,2300.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,72
1329,55.0,0.0,1300.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,64
1330,44.0,0.0,2200.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1331,46.0,0.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,55
1332,51.0,6.0,1850.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,72
1333,33.0,2.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32
1334,42.0,0.0,1550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39
1335,46.0,2.0,1400.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,78
1336,36.0,3.0,1600.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,54
1337,43.0,1.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74
1338,36.0,3.0,2350.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,72
1339,41.0,3.0,1300.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,42
1340,37.0,0.0,1250.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,43
1341,27.0,4.0,1750.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,52
1342,43.0,3.0,1850.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,53
1343,50.0,0.0,2250.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,83
1344,40.0,6.0,1850.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,72
1345,43.0,1.0,1650.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51
1346,40.0,1.0,1450.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,54
1347,53.0,0.0,2150.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,72
1348,43.0,4.0,2350.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,83
1349,67.0,2.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76
1350,51.0,0.0,1500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,38
1351,46.0,4.0,2750.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,76
1352,44.0,4.0,2250.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,85
1353,62.0,4.0,1700.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,65
1354,40.0,1.0,1050.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,48
1355,47.0,0.0,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64
1356,45.0,0.0,1200.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,66
1357,46.0,0.0,1450.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,64
1358,59.0,1.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48
1359,52.0,6.0,2500.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,88
1360,39.0,0.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61
1361,45.0,4.0,1650.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1362,55.0,1.0,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56
1363,51.0,0.0,1550.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,42
1364,42.0,3.0,1100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,55
1365,43.0,4.0,2500.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,90
1366,37.0,2.0,2300.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,85
1367,54.0,0.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53
1368,50.0,4.0,1300.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,68
1369,57.0,1.0,2300.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,70
1370,48.0,0.0,2150.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,72
1371,42.0,3.0,1700.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,45
1372,49.0,1.0,1500.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,58
1373,42.0,0.0,2250.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,65
1374,40.0,4.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57
1375,40.0,1.0,1550.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,46
1376,56.0,1.0,2300.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,86
1377,40.0,4.0,800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60
1378,43.0,4.0,2950.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,88
1379,47.0,0.0,1200.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,71
1380,43.0,0.0,2150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,61
1381,45.0,3.0,1600.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,73
1382,57.0,3.0,1650.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1383,47.0,0.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36
1384,31.0,0.0,2150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,80
1385,34.0,1.0,1500.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,52
1386,62.0,0.0,1450.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,46
1387,50.0,3.0,1050.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1388,51.0,0.0,2200.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,68
1389,44.0,4.0,2600.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,98
1390,51.0,5.0,1800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42
1391,55.0,1.0,2100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,81
1392,48.0,1.0,1500.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,36
1393,42.0,6.0,1650.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,67
1394,47.0,1.0,1550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38
1395,47.0,0.0,1500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,49
1396,40.0,0.0,1700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,59
1397,32.0,2.0,2700.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,86
1398,30.0,0.0,1550.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,39
1399,39.0,0.0,1750.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,65
1400,57.0,1.0,1550.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,32
1401,44.0,3.0,1750.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,49
1402,53.0,2.0,1200.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,74
1403,47.0,7.0,2400.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,64
1404,40.0,0.0,1550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42
1405,50.0,4.0,2700.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,81
1406,45.0,2.0,2000.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,73
1407,35.0,2.0,2050.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,81
1408,44.0,4.0,2850.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,85
1409,44.0,0.0,2150.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,63
1410,49.0,2.0,1450.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,61
1411,53.0,3.0,2400.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,73
1412,45.0,0.0,1500.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,61
1413,49.0,0.0,1700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1414,35.0,1.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51
1415,51.0,0.0,1550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32
1416,66.0,3.0,2100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,59
1417,45.0,4.0,1350.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,50
1418,42.0,2.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70
1419,61.0,1.0,2200.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,78
1420,43.0,0.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46
1421,34.0,3.0,2800.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,82
1422,46.0,1.0,1450.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,50
1423,39.0,3.0,2350.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,93
1424,54.0,0.0,2250.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,89
1425,39.0,6.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53
1426,68.0,0.0,1700.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1427,46.0,1.0,1600.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53
1428,44.0,3.0,1500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,62
1429,48.0,3.0,1750.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,77
1430,52.0,3.0,1050.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,62
1431,41.0,0.0,1200.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,54
1432,50.0,0.0,1550.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,55
1433,42.0,1.0,1400.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,62
1434,42.0,4.0,2250.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,96
1435,55.0,1.0,1750.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,59
1436,46.0,0.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1437,46.0,2.0,1350.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,36
1438,35.0,2.0,1650.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35
